"CTY","CLRS","Shape.Reported","State","Time"
"Pine Bush","RED","TRIANGLE","NY","6/30/2001 23:00"
"Sherman","BLUE","OVAL","NY","7/7/2001 0:18"
"Morristown","","LIGHT","NY","7/9/2001 22:13"
"Rome","RED","TRIANGLE","NY","7/10/2001 21:15"
"New York City","","TRIANGLE","NY","7/14/2001 23:11"
"New York City","ORANGE","CIRCLE","NY","7/15/2001 0:30"
"New York City","","LIGHT","NY","7/15/2001 0:30"
"Patchouge","","OVAL","NY","7/15/2001 0:30"
"Binghamton","","CHEVRON","NY","7/15/2001 11:00"
"Hamlin","","","NY","7/15/2001 21:00"
"Buffalo","","LIGHT","NY","7/16/2001 21:40"
"New York City","","DIAMOND","NY","7/16/2001 22:45"
"Weedsport","","SPHERE","NY","7/19/2001 4:00"
"Mayfield","","CIRCLE","NY","7/20/2001 22:45"
"Mount Morris","","TRIANGLE","NY","7/23/2001 18:00"
"Central Square","ORANGE","TRIANGLE","NY","7/23/2001 18:17"
"New York City","","DISK","NY","7/24/2001 12:00"
"Hastings On Hudson","RED","FORMATION","NY","7/26/2001 23:25"
"New York City","","OVAL","NY","7/27/2001 2:55"
"Binghamton","","EGG","NY","8/1/2001 19:15"
"New York City","","LIGHT","NY","8/5/2001 3:00"
"Ridge","","VARIOUS","NY","8/8/2001 0:01"
"Brant Lake","","SPHERE","NY","8/8/2001 23:00"
"Plattsburgh","","","NY","8/10/2001 5:00"
"Rockville Centre","","TRIANGLE","NY","8/15/2001 21:30"
"Lake Placid","","FIREBALL","NY","8/15/2001 22:00"
"Lowville","","OVAL","NY","8/16/2001 21:00"
"Mastic","","CIRCLE","NY","8/20/2001 22:30"
"New York City","","FLASH","NY","8/21/2001 0:20"
"St. Johnsville","","OTHER","NY","8/24/2001 23:33"
"Bayside","","","NY","8/25/2001 5:20"
"Levittown","","OTHER","NY","8/25/2001 21:10"
"Syracuse","","TRIANGLE","NY","8/28/2001 20:00"
"Lynbrook","","SPHERE","NY","9/2/2001 17:35"
"Oceanside","","FIREBALL","NY","9/3/2001 21:30"
"Whitesboro","","SPHERE","NY","9/4/2001 15:45"
"New York City","","","NY","9/11/2001 0:00"
"New York City","","SPHERE","NY","9/11/2001 5:00"
"New York City","","OTHER","NY","9/11/2001 6:00"
"New York City","","DISK","NY","9/11/2001 8:45"
"New York City","","OVAL","NY","9/11/2001 8:45"
"Madhatan","","EGG","NY","9/11/2001 9:00"
"New York","","LIGHT","NY","9/11/2001 9:00"
"New York","","TRIANGLE","NY","9/11/2001 9:05"
"New York City","","OTHER","NY","9/11/2001 9:10"
"New York City","","","NY","9/11/2001 10:00"
"New York City","","SPHERE","NY","9/11/2001 12:00"
"Commack","","CHEVRON","NY","9/11/2001 15:00"
"Schenectady","","LIGHT","NY","9/11/2001 23:30"
"Westbury","","","NY","9/13/2001 15:00"
"Kings Park","","OTHER","NY","9/13/2001 19:00"
"Berne","BLUE","LIGHT","NY","9/13/2001 22:00"
"Niagara Falls","","TEARDROP","NY","9/15/2001 0:05"
"Garden City Park","","","NY","9/16/2001 15:30"
"New York City","","CIRCLE","NY","9/16/2001 20:15"
"New York City","","VARIOUS","NY","9/20/2001 15:00"
"Glensfalls","","","NY","9/20/2001 22:00"
"New York City","BLUE","LIGHT","NY","9/26/2001 0:04"
"Thiells","RED","CIRCLE","NY","9/26/2001 19:35"
"New York City","","CONE","NY","9/29/2001 21:32"
"Poughquag","YELLOW GREEN","","NY","9/29/2001 22:00"
"Albany","","FORMATION","NY","9/29/2001 23:00"
"New York City","","LIGHT","NY","9/30/2001 1:53"
"Lafayette","RED BLUE","VARIOUS","NY","10/1/2001 21:00"
"Albany","","FLASH","NY","10/1/2001 22:30"
"New York City","","TRIANGLE","NY","10/1/2001 22:30"
"Poughkeepsie","","TRIANGLE","NY","10/13/2001 0:45"
"New York City","","TRIANGLE","NY","10/15/2001 14:00"
"New York City","","VARIOUS","NY","10/15/2001 15:00"
"Avon","GREEN","FIREBALL","NY","10/21/2001 22:00"
"Clarendon","","SPHERE","NY","10/29/2001 22:00"
"Syracuse","","","NY","10/30/2001 17:00"
"New York City","","LIGHT","NY","11/1/2001 19:00"
"Jewett","","TRIANGLE","NY","11/1/2001 21:00"
"New York City","BLUE","TEARDROP","NY","11/2/2001 22:30"
"New York City","","LIGHT","NY","11/11/2001 1:00"
"Carmel","","TRIANGLE","NY","11/11/2001 20:04"
"Pleasantville","","CIGAR","NY","11/11/2001 23:20"
"Cross River","","TRIANGLE","NY","11/17/2001 2:00"
"Geneva","","CIRCLE","NY","11/18/2001 4:15"
"Cross River","","TRIANGLE","NY","11/18/2001 16:00"
"New York City","","CHEVRON","NY","11/19/2001 2:00"
"New York City","","DISK","NY","11/23/2001 22:00"
"New York City","RED","LIGHT","NY","12/4/2001 20:40"
"New York City","","CIRCLE","NY","12/18/2001 5:00"
"Camden","ORANGE","CIRCLE","NY","12/21/2001 20:30"
"Port Jefferson Station","","","NY","12/26/2001 0:30"
"Port Jefferson Station","","SPHERE","NY","12/26/2001 12:30"
"Long Island City","","OTHER","NY","12/29/2001 0:00"
"Long Island City","","OTHER","NY","12/29/2001 23:59"
"Bethpage","","LIGHT","NY","12/30/2001 3:00"
"New Hyde Park","","OVAL","NY","1/1/2002 4:45"
"New York City","","DISK","NY","1/5/2002 8:40"
"Palisades","","CROSS","NY","1/10/2002 1:30"
"New York City","","CIRCLE","NY","1/11/2002 18:30"
"Scotchtown","","TRIANGLE","NY","1/12/2002 6:15"
"Greenwich","","FORMATION","NY","1/12/2002 17:00"
"Jackson Heights","","SPHERE","NY","1/13/2002 22:30"
"North Tonawanda","","FORMATION","NY","1/16/2002 0:10"
"Deer Park","","LIGHT","NY","1/18/2002 21:40"
"Goshen","","FIREBALL","NY","1/18/2002 22:30"
"Binghamton","","LIGHT","NY","1/24/2002 3:56"
"Ithaca","","CYLINDER","NY","1/26/2002 15:30"
"Mineville","","TRIANGLE","NY","2/2/2002 2:02"
"Schuyler Falls","","EGG","NY","2/2/2002 18:10"
"Astoria","","LIGHT","NY","2/12/2002 22:12"
"Copiague","","CIRCLE","NY","2/21/2002 23:48"
"Lynbrook","","OVAL","NY","2/23/2002 14:15"
"Oceanside","","","NY","3/1/2002 0:38"
"Whitestone","","TEARDROP","NY","3/2/2002 19:15"
"Syracuse","","FIREBALL","NY","3/9/2002 3:25"
"New York City","","DIAMOND","NY","3/11/2002 11:30"
"Levittown","","DISK","NY","3/16/2002 3:30"
"Granville","","","NY","3/16/2002 19:10"
"Eastchester","","DIAMOND","NY","3/17/2002 11:20"
"Eastchester","","DIAMOND","NY","3/17/2002 11:33"
"Allegany","","VARIOUS","NY","3/23/2002 11:07"
"Canandaigua","","LIGHT","NY","4/2/2002 23:30"
"New York City","","LIGHT","NY","4/5/2002 5:00"
"Depew","","TRIANGLE","NY","4/5/2002 19:00"
"Saratoga Springs","","LIGHT","NY","4/10/2002 19:46"
"Watertown","","OTHER","NY","4/11/2002 21:10"
"Buffalo","","FORMATION","NY","4/18/2002 21:45"
"Bloomingburgh","RED","","NY","4/19/2002 20:00"
"Cortland","","","NY","4/20/2002 22:00"
"New York City","","VARIOUS","NY","4/23/2002 23:34"
"Germantown","","SPHERE","NY","4/27/2002 13:10"
"Long Island","","EGG","NY","5/4/2002 15:45"
"Smithtown","","CIRCLE","NY","5/4/2002 16:00"
"New York City","","","NY","5/11/2002 14:30"
"Flushing","","FLASH","NY","5/12/2002 3:00"
"Huntington Station","","LIGHT","NY","5/12/2002 23:00"
"Ballston Lake","","","NY","5/15/2002 23:00"
"Glen Head","","TRIANGLE","NY","5/15/2002 23:30"
"Bay Shore","","CIRCLE","NY","5/19/2002 17:15"
"New York City","","CIGAR","NY","5/20/2002 11:30"
"Endicott","","CIGAR","NY","5/26/2002 18:25"
"New York City","","FIREBALL","NY","6/1/2002 19:00"
"Highland","","CIRCLE","NY","6/2/2002 22:12"
"Malta","","TRIANGLE","NY","6/6/2002 1:00"
"Massena","","DISK","NY","6/7/2002 12:58"
"Ithaca","","LIGHT","NY","6/7/2002 23:00"
"Centereach","","CONE","NY","6/10/2002 22:00"
"Lloyd Harbor","","TRIANGLE","NY","6/15/2002 23:00"
"Rochester","","LIGHT","NY","6/15/2002 23:00"
"Marion","","TEARDROP","NY","6/22/2002 15:00"
"New York City","","CYLINDER","NY","6/23/2002 3:00"
"New York City","","LIGHT","NY","6/24/2002 20:15"
"Selden","","FORMATION","NY","6/27/2002 22:25"
"New York City","","EGG","NY","6/28/2002 13:26"
"North Java","","TRIANGLE","NY","7/1/2002 23:00"
"Duanesburg","","LIGHT","NY","7/2/2002 2:30"
"Sherman","","CIGAR","NY","7/4/2002 15:00"
"New York City","","TRIANGLE","NY","7/4/2002 20:48"
"New York City","","CROSS","NY","7/4/2002 21:00"
"Rochester","","","NY","7/10/2002 19:24"
"Commack","","LIGHT","NY","7/10/2002 22:15"
"Buffalo","","","NY","7/12/2002 18:42"
"Northport","","LIGHT","NY","7/13/2002 23:59"
"LaGrangeville","","OVAL","NY","7/14/2002 13:00"
"New York City","","FIREBALL","NY","7/15/2002 15:00"
"Cold Spring","RED YELLOW BLUE","CIRCLE","NY","7/15/2002 22:30"
"New York City","","","NY","7/16/2002 10:00"
"Riverhead","","LIGHT","NY","7/16/2002 22:00"
"Chittenango","","","NY","7/20/2002 22:15"
"Maybrook","","FIREBALL","NY","7/20/2002 22:30"
"Albany","","FIREBALL","NY","7/24/2002 0:30"
"Albany","","FIREBALL","NY","7/24/2002 0:30"
"Shirley","","FORMATION","NY","7/25/2002 21:30"
"Shirley","","LIGHT","NY","7/25/2002 21:30"
"Mohawk","","LIGHT","NY","7/27/2002 22:30"
"Cheektowaga","GREEN","TRIANGLE","NY","7/28/2002 1:00"
"New York City","","VARIOUS","NY","7/28/2002 20:10"
"New York Mills","RED GREEN","FLASH","NY","7/29/2002 22:15"
"Cazenovia","","FLASH","NY","7/31/2002 22:30"
"New York City","","CIRCLE","NY","8/6/2002 19:00"
"New York City","","DISK","NY","8/10/2002 1:45"
"New York City","","DISK","NY","8/10/2002 13:00"
"Chazy","","LIGHT","NY","8/10/2002 22:30"
"West Sand Lake","ORANGE","FIREBALL","NY","8/10/2002 22:40"
"Rochester","","LIGHT","NY","8/11/2002 0:30"
"Rochester","RED BLUE","VARIOUS","NY","8/11/2002 2:00"
"I-90","","TRIANGLE","NY","8/12/2002 22:00"
"Rochester","","LIGHT","NY","8/13/2002 22:00"
"Rochester","","LIGHT","NY","8/13/2002 22:54"
"Syracuse","","TRIANGLE","NY","8/14/2002 21:00"
"New York City","","CIRCLE","NY","8/15/2002 21:00"
"White Plains","","DISK","NY","8/21/2002 18:30"
"Bohemia","","DIAMOND","NY","8/22/2002 17:00"
"Monroe","","EGG","NY","8/22/2002 23:40"
"Rochester","","TRIANGLE","NY","8/29/2002 3:20"
"Holland","RED YELLOW","CIRCLE","NY","8/30/2002 22:15"
"Oneonta","","DIAMOND","NY","9/3/2002 0:35"
"Astoria","","CIRCLE","NY","9/7/2002 15:00"
"Rochester","","OVAL","NY","9/7/2002 22:00"
"New York City","","LIGHT","NY","9/8/2002 0:20"
"Accord","","LIGHT","NY","9/8/2002 3:20"
"New York City","","SPHERE","NY","9/8/2002 16:00"
"Jamaica","","DISK","NY","9/8/2002 20:00"
"Central Square","","DISK","NY","9/8/2002 21:30"
"Hamburg","","CIRCLE","NY","9/8/2002 22:00"
"Glenfield","","CIRCLE","NY","9/8/2002 22:30"
"Moriches Bay","","","NY","9/9/2002 19:02"
"Moriches Bay","","","NY","9/9/2002 19:02"
"Moriches Bay","","","NY","9/9/2002 19:05"
"Elmont","","TRIANGLE","NY","9/11/2002 0:00"
"New York City","","SPHERE","NY","9/11/2002 21:00"
"Oneida","YELLOW","TRIANGLE","NY","9/12/2002 16:00"
"Center Moriches","","LIGHT","NY","9/28/2002 20:15"
"Glen Cove","","LIGHT","NY","9/28/2002 20:15"
"New York City","","LIGHT","NY","9/28/2002 21:00"
"Kingston","","CIGAR","NY","10/1/2002 7:30"
"New York City","","EGG","NY","10/1/2002 19:20"
"New York City","GREEN","LIGHT","NY","10/1/2002 19:50"
"New York City","","VARIOUS","NY","10/1/2002 23:20"
"Watertown","","RECTANGLE","NY","10/2/2002 19:20"
"Farmingdale","","LIGHT","NY","10/6/2002 3:00"
"Inwood","","LIGHT","NY","10/6/2002 5:50"
"Thousand Island Bridge","","DISK","NY","10/6/2002 7:15"
"Rome","","LIGHT","NY","10/7/2002 18:45"
"Albany","","","NY","10/20/2002 0:00"
"Albany","","CIGAR","NY","10/20/2002 0:00"
"Albany","","CYLINDER","NY","10/20/2002 0:00"
"Latham","","CYLINDER","NY","10/20/2002 12:00"
"Albany","","","NY","10/20/2002 16:00"
"Albany","","","NY","10/20/2002 16:00"
"Albany","","","NY","10/20/2002 16:00"
"Albany","","CIGAR","NY","10/20/2002 16:00"
"Albany","","CIGAR","NY","10/21/2002 10:00"
"Albany","","OTHER","NY","10/21/2002 12:30"
"Malone","","LIGHT","NY","10/21/2002 18:00"
"Albany","RED BLUE","TRIANGLE","NY","10/23/2002 20:15"
"Garrison","","LIGHT","NY","10/26/2002 21:30"
"New York City","","OVAL","NY","11/2/2002 17:30"
"New York City","","VARIOUS","NY","11/19/2002 0:45"
"Hamburg","","OTHER","NY","11/19/2002 23:30"
"Tonawanda","","CHEVRON","NY","11/21/2002 20:00"
"Amsterdam","ORANGE","FLASH","NY","11/28/2002 21:30"
"New York City","","FORMATION","NY","12/1/2002 17:15"
"Farmingdale","","TRIANGLE","NY","12/3/2002 18:40"
"New York City","","SPHERE","NY","12/17/2002 10:30"
"Canastota","","","NY","12/21/2002 6:10"
"Bayport","","CONE","NY","1/4/2003 21:41"
"Albany","","TRIANGLE","NY","1/8/2003 22:00"
"St. James","","CYLINDER","NY","1/9/2003 21:00"
"Lockport","","FLASH","NY","1/10/2003 4:45"
"Portchester","","CYLINDER","NY","1/16/2003 1:34"
"Hudson Falls","","DISK","NY","1/16/2003 9:40"
"New York City","","","NY","1/24/2003 12:00"
"Albany","","SPHERE","NY","1/31/2003 19:00"
"Arkport","","VARIOUS","NY","2/6/2003 6:10"
"New York City","YELLOW","EGG","NY","2/11/2003 5:35"
"Smithtown","","LIGHT","NY","2/13/2003 23:59"
"Buffalo","YELLOW","OTHER","NY","2/15/2003 16:00"
"Hauppauge","","LIGHT","NY","2/20/2003 21:32"
"New York City","","CIRCLE","NY","2/23/2003 20:30"
"Sodus","","LIGHT","NY","2/23/2003 23:00"
"Bellmore","","CIRCLE","NY","3/1/2003 22:00"
"Clifton Park","","","NY","3/4/2003 21:30"
"Utica","","SPHERE","NY","3/11/2003 13:00"
"Greenwich","","","NY","3/15/2003 1:00"
"New York City","","OTHER","NY","3/19/2003 21:00"
"Windsor","","VARIOUS","NY","3/23/2003 11:59"
"Mt.Morris","RED","OVAL","NY","3/24/2003 16:00"
"Yaphank","","OTHER","NY","4/10/2003 12:10"
"New York City","","LIGHT","NY","4/13/2003 22:00"
"New York City","","DISK","NY","4/16/2003 11:00"
"Plattsburgh","","CIRCLE","NY","4/16/2003 21:00"
"Hammond","","","NY","4/24/2003 22:01"
"East Meadow","","DISK","NY","4/25/2003 20:10"
"New York City","","TRIANGLE","NY","5/20/2003 4:43"
"New York City","","SPHERE","NY","5/29/2003 8:36"
"Bayside","","OVAL","NY","6/1/2003 22:30"
"New York City","","CIGAR","NY","6/5/2003 13:55"
"Jamesport","","LIGHT","NY","6/6/2003 21:00"
"Camden","","LIGHT","NY","6/19/2003 22:06"
"New York City","","DISK","NY","6/28/2003 23:12"
"New York City","","DISK","NY","6/28/2003 23:30"
"New York City","RED BLUE","DISK","NY","6/28/2003 23:30"
"Syracuse","","FIREBALL","NY","6/30/2003 17:00"
"Manlius","","CYLINDER","NY","7/3/2003 20:40"
"Manlius","","OVAL","NY","7/3/2003 20:40"
"Ithaca","","LIGHT","NY","7/5/2003 0:34"
"Rochester","","CIRCLE","NY","7/6/2003 23:11"
"Endicott","","TRIANGLE","NY","7/9/2003 20:30"
"New York City","","LIGHT","NY","7/11/2003 1:00"
"Bay Shore","RED","LIGHT","NY","7/11/2003 22:00"
"Belle Harbor","","VARIOUS","NY","7/13/2003 18:00"
"Buffalo","","LIGHT","NY","7/13/2003 18:00"
"New York City","","SPHERE","NY","7/13/2003 18:15"
"New York City","","SPHERE","NY","7/13/2003 19:30"
"Pound Ridge","","DISK","NY","7/15/2003 23:30"
"New York City","","FORMATION","NY","7/17/2003 21:19"
"Brightwaters","","DISK","NY","7/18/2003 21:00"
"New York City","","LIGHT","NY","7/19/2003 21:30"
"Bellerose","","LIGHT","NY","7/19/2003 22:00"
"Wellsville","","TRIANGLE","NY","7/24/2003 22:00"
"Port Washington","YELLOW","DIAMOND","NY","7/25/2003 21:00"
"Schenectady","","FORMATION","NY","7/25/2003 23:00"
"Pinebush","","DISK","NY","7/28/2003 18:00"
"New York City","","VARIOUS","NY","7/29/2003 23:30"
"Bloomfield","","OTHER","NY","8/4/2003 22:00"
"Endicott","","","NY","8/7/2003 21:20"
"Chemung","","LIGHT","NY","8/13/2003 23:59"
"Roosevelt","","FORMATION","NY","8/14/2003 18:30"
"Binghamton","","LIGHT","NY","8/14/2003 21:00"
"New York City","","SPHERE","NY","8/14/2003 21:00"
"New York City","","CIRCLE","NY","8/19/2003 2:00"
"Manlius","","CIRCLE","NY","8/20/2003 22:00"
"Ballston Lake","","TRIANGLE","NY","8/22/2003 23:30"
"New York City","","FLASH","NY","8/24/2003 1:00"
"Oswego","","CIRCLE","NY","8/24/2003 10:15"
"New York City","","TEARDROP","NY","8/28/2003 23:00"
"Merrick","","OTHER","NY","8/30/2003 0:15"
"Centereach","GREEN","OTHER","NY","8/31/2003 5:20"
"West Sayville","","LIGHT","NY","8/31/2003 20:11"
"Dansville","","FIREBALL","NY","8/31/2003 22:35"
"New York City","GREEN","OTHER","NY","9/6/2003 0:50"
"New York City","","CIGAR","NY","9/6/2003 23:30"
"New York City","","VARIOUS","NY","9/8/2003 20:00"
"New York City","","DISK","NY","9/8/2003 22:00"
"New York City","","DISK","NY","9/8/2003 22:35"
"Norfolk","","LIGHT","NY","9/9/2003 21:00"
"New York City","","DISK","NY","9/10/2003 16:20"
"Glenfield","","CIRCLE","NY","9/10/2003 20:00"
"Patchogue","","LIGHT","NY","9/10/2003 22:30"
"Tupper Lake","ORANGE","LIGHT","NY","9/11/2003 21:00"
"Fort Plain","","TRIANGLE","NY","9/12/2003 20:40"
"Troy","","TRIANGLE","NY","9/12/2003 23:50"
"New York City","ORANGE","LIGHT","NY","9/14/2003 22:30"
"Parishville","","","NY","9/16/2003 22:00"
"Saratoga Springs","","","NY","9/17/2003 21:45"
"Lake George","","FLASH","NY","9/22/2003 3:00"
"New York City","","SPHERE","NY","9/24/2003 2:30"
"New York City","","SPHERE","NY","9/24/2003 2:40"
"Potsdam","RED","TRIANGLE","NY","9/24/2003 3:00"
"Floral Park","","SPHERE","NY","9/24/2003 18:00"
"Fort Edward","","CIGAR","NY","9/24/2003 21:00"
"Fort Edward","","DISK","NY","9/24/2003 21:15"
"Pitcairn","","LIGHT","NY","9/26/2003 20:24"
"Johnson City","","CIRCLE","NY","9/27/2003 19:25"
"Catskill","","TRIANGLE","NY","9/27/2003 20:30"
"Glens Falls","","CIGAR","NY","9/29/2003 17:00"
"Mooers","","DISK","NY","9/29/2003 19:50"
"De Kalb","ORANGE","FIREBALL","NY","9/30/2003 19:30"
"Montauk","","TRIANGLE","NY","9/30/2003 21:00"
"Malverne","","LIGHT","NY","10/3/2003 23:15"
"Syracuse","RED GREEN","FORMATION","NY","10/4/2003 23:45"
"Tonawanda","BLUE","OTHER","NY","10/8/2003 22:20"
"Utica","","CIRCLE","NY","10/9/2003 11:30"
"Binghamton","","OVAL","NY","10/9/2003 19:30"
"New York City","","EGG","NY","10/11/2003 1:29"
"Albany","","","NY","10/12/2003 2:00"
"Binghamton","","SPHERE","NY","10/13/2003 20:00"
"Sylvan Beach","","FIREBALL","NY","10/15/2003 22:00"
"Port Washington","","","NY","10/18/2003 20:00"
"Schenectady","","LIGHT","NY","10/18/2003 21:00"
"Waterford","","TRIANGLE","NY","10/21/2003 19:00"
"Bellmore","","OVAL","NY","10/21/2003 22:00"
"New York City","","SPHERE","NY","10/28/2003 10:10"
"Scipio Center","","OTHER","NY","10/29/2003 22:50"
"Williamson","","OTHER","NY","10/30/2003 4:35"
"Rooseveltown","","CIRCLE","NY","10/31/2003 21:30"
"New York City","RED ORANGE","LIGHT","NY","11/8/2003 18:00"
"Holtsville","","OTHER","NY","11/8/2003 20:00"
"New York City","","FORMATION","NY","11/8/2003 20:00"
"New York City","","OTHER","NY","11/8/2003 20:00"
"New York City","","VARIOUS","NY","11/8/2003 20:00"
"Penn Yan","","CHEVRON","NY","11/8/2003 20:10"
"New York City","","TRIANGLE","NY","11/8/2003 20:15"
"New York City","","FORMATION","NY","11/8/2003 20:16"
"New York City","","CHEVRON","NY","11/8/2003 20:30"
"New York City","","DISK","NY","11/8/2003 20:30"
"Ozone Park","","TRIANGLE","NY","11/8/2003 20:30"
"College Point","","FORMATION","NY","11/8/2003 20:35"
"New York City","","TRIANGLE","NY","11/8/2003 20:35"
"St. James","","TRIANGLE","NY","11/8/2003 21:00"
"New York City","","CHEVRON","NY","11/8/2003 21:15"
"Montour Falls","","OVAL","NY","11/13/2003 2:00"
"New York City","RED","FIREBALL","NY","11/13/2003 13:34"
"Poughkeepsie","","LIGHT","NY","11/15/2003 11:30"
"New York City","","LIGHT","NY","11/15/2003 16:00"
"New York City","","","NY","11/18/2003 2:30"
"New York City","","CIGAR","NY","11/18/2003 13:55"
"Ronkonkoma","RED","CIRCLE","NY","11/22/2003 18:25"
"Albany","YELLOW","OTHER","NY","11/22/2003 20:30"
"Johnson City","","CIRCLE","NY","11/23/2003 20:45"
"South Nyack","","EGG","NY","12/2/2003 0:24"
"East Amherst","","","NY","12/12/2003 0:00"
"Gasport","","LIGHT","NY","12/23/2003 2:30"
"Watertown","","FORMATION","NY","12/26/2003 13:30"
"Spencerport","","TRIANGLE","NY","12/27/2003 5:30"
"New York City","RED","TRIANGLE","NY","12/28/2003 18:00"
"Deer Park","ORANGE","EGG","NY","12/28/2003 20:00"
"Centereach","","TRIANGLE","NY","12/28/2003 23:10"
"Rochester","","DISK","NY","12/30/2003 18:00"
"Mattituck","","TRIANGLE","NY","12/31/2003 14:35"
"Penfield","","LIGHT","NY","12/31/2003 22:50"
"Albion","","TEARDROP","NY","1/4/2004 2:20"
"Valhalla","","CIRCLE","NY","1/5/2004 22:10"
"Pearl River","YELLOW","","NY","1/6/2004 22:00"
"Saratoga","","DISK","NY","1/10/2004 15:30"
"Stony Point","","LIGHT","NY","1/11/2004 21:30"
"Deer Park","","","NY","1/22/2004 17:10"
"White Plains","","TRIANGLE","NY","1/23/2004 11:30"
"New York City","","TRIANGLE","NY","1/27/2004 4:00"
"Clarksville","","TRIANGLE","NY","1/28/2004 20:55"
"Clarksville","","TRIANGLE","NY","1/28/2004 20:55"
"New York City","GREEN","LIGHT","NY","1/28/2004 20:55"
"New York","","DISK","NY","2/10/2004 23:45"
"Oneonta","","","NY","2/13/2004 22:00"
"New York City","","CIRCLE","NY","2/14/2004 15:18"
"New York City","BLUE","FIREBALL","NY","2/14/2004 19:30"
"New York City","","SPHERE","NY","2/14/2004 19:30"
"Williston Park","","FIREBALL","NY","2/14/2004 19:30"
"New York City","","OVAL","NY","2/14/2004 20:00"
"Amityville","","EGG","NY","2/16/2004 20:30"
"Commack","","","NY","2/16/2004 20:35"
"Central Islip","GREEN","FIREBALL","NY","2/16/2004 21:30"
"Nyack","","TRIANGLE","NY","2/21/2004 15:00"
"New York City","","FIREBALL","NY","2/22/2004 16:00"
"Newfield","","FIREBALL","NY","2/22/2004 20:04"
"Stony Brook","RED GREEN","CIRCLE","NY","2/22/2004 20:04"
"Stone Ridge","RED","OVAL","NY","2/22/2004 21:00"
"Oneonta","","","NY","2/23/2004 20:56"
"Truxton","","LIGHT","NY","2/27/2004 6:00"
"Schenectady","","","NY","2/28/2004 2:00"
"Allegany","","CIRCLE","NY","3/3/2004 13:02"
"Queensbury","","SPHERE","NY","3/4/2004 17:20"
"White Plains","","VARIOUS","NY","3/5/2004 0:56"
"Otego","","SPHERE","NY","3/9/2004 20:00"
"Lake Grove","BLUE","TRIANGLE","NY","3/11/2004 19:00"
"Wantagh","","TEARDROP","NY","3/14/2004 17:00"
"Cold Spring","","","NY","3/15/2004 0:00"
"East Northport","RED BLUE","TRIANGLE","NY","3/26/2004 10:00"
"Canandaigua","","DISK","NY","3/27/2004 18:30"
"East Northport","","DISK","NY","3/28/2004 4:00"
"Buffalo","","CIGAR","NY","3/30/2004 12:40"
"New York City","","OTHER","NY","4/6/2004 15:00"
"Plainview","","RECTANGLE","NY","4/12/2004 20:00"
"Kingston","","CIRCLE","NY","4/16/2004 20:05"
"Ithaca","","FIREBALL","NY","4/19/2004 21:10"
"Bethpage","","TRIANGLE","NY","4/20/2004 20:30"
"Coram","","TRIANGLE","NY","4/23/2004 19:30"
"Keeseville","","LIGHT","NY","4/28/2004 20:32"
"Bristol","","OTHER","NY","4/28/2004 23:00"
"New York City","","SPHERE","NY","4/30/2004 15:00"
"Gardner","RED","SPHERE","NY","5/1/2004 18:30"
"New York City","","SPHERE","NY","5/1/2004 21:45"
"New York City","","CIRCLE","NY","5/8/2004 1:15"
"Rome","","TRIANGLE","NY","5/9/2004 22:45"
"Utica","","TRIANGLE","NY","5/11/2004 23:00"
"Ithaca","","TRIANGLE","NY","5/11/2004 23:30"
"Victor","GREEN","DISK","NY","5/15/2004 0:00"
"Lockport","","CIRCLE","NY","5/16/2004 9:30"
"Farmington","","FIREBALL","NY","5/16/2004 22:12"
"High Falls","","OVAL","NY","5/22/2004 16:00"
"Mohawk","","CIRCLE","NY","5/28/2004 19:30"
"New York City","","OVAL","NY","6/5/2004 8:00"
"Flushing","","LIGHT","NY","6/5/2004 19:50"
"New York City","","OTHER","NY","6/10/2004 4:00"
"Buffalo","","OVAL","NY","6/11/2004 20:40"
"New York City","","LIGHT","NY","6/12/2004 11:30"
"Endicott","","SPHERE","NY","6/12/2004 16:45"
"Flushing","","EGG","NY","6/15/2004 5:30"
"Richmond Hill","RED","DISK","NY","6/21/2004 9:30"
"Buffalo","","LIGHT","NY","6/22/2004 22:25"
"Fairport","","SPHERE","NY","6/23/2004 2:00"
"Sound Beach","","","NY","6/24/2004 20:57"
"Webster","","LIGHT","NY","6/24/2004 21:50"
"New York City","","FIREBALL","NY","6/27/2004 21:45"
"Cortland","","","NY","7/2/2004 22:00"
"Hudson","","TRIANGLE","NY","7/3/2004 23:00"
"Clarkson","","TRIANGLE","NY","7/4/2004 18:30"
"New York City","","CIRCLE","NY","7/6/2004 22:00"
"Hilton","","CIRCLE","NY","7/10/2004 12:05"
"New York City","","OVAL","NY","7/12/2004 23:00"
"New York City","","CIRCLE","NY","7/17/2004 17:00"
"New York","","LIGHT","NY","7/22/2004 2:00"
"Astoria","","OTHER","NY","8/1/2004 2:00"
"Queensbury","","LIGHT","NY","8/1/2004 21:00"
"Scio","","OVAL","NY","8/2/2004 12:00"
"New York City","","DISK","NY","8/7/2004 13:30"
"West Hampton","","LIGHT","NY","8/7/2004 18:30"
"East Williston","","SPHERE","NY","8/8/2004 3:00"
"Rochester","","CIGAR","NY","8/8/2004 18:00"
"Guilderland","","TRIANGLE","NY","8/11/2004 21:30"
"New York City","","OVAL","NY","8/13/2004 1:00"
"Gardiner","","DISK","NY","8/13/2004 18:13"
"Whitesboro","","LIGHT","NY","8/18/2004 14:00"
"Cairo","","CIRCLE","NY","8/18/2004 23:00"
